?label	?exact	?broad	?narrow	?related	?subset	?uri
"Carnarvon Xeric Shrublands Ecoregion"		"Western coast of Australia Ecoregion"				"http://purl.obolibrary.org/obo/ENVO_01001575"
"Central Ranges Xeric Shrub Ecoregion"		"Central Australia Ecoregion"				"http://purl.obolibrary.org/obo/ENVO_01001576"
"Drakensberg Alti-Montane Grassland and Woodland ecoregion"						"http://purl.obolibrary.org/obo/ENVO_03606003"
"Drakensberg Montane Grassland, Woodland, and Forest ecoregion"						"http://purl.obolibrary.org/obo/ENVO_03606004"
"East Saharan Montane Xeric Woodland Ecoregion"	"North central Africa: Eastern Chad and small area of western Sudan"					"http://purl.obolibrary.org/obo/ENVO_01001603"
"Eritrean Coastal Desert Ecoregion"						"http://purl.obolibrary.org/obo/ENVO_01001602"
"Ethiopian Xeric Grasslands and Shrublands Ecoregion"						"http://purl.obolibrary.org/obo/ENVO_01001601"
"Gibson Desert Ecoregion"		"Western central Australia"				"http://purl.obolibrary.org/obo/ENVO_01001577"
"Great Victoria Desert Ecoregion"		"Southern Australia Ecoregion"				"http://purl.obolibrary.org/obo/ENVO_01001579"
"Haber-Bosch process"	"Haber process"					"http://purl.obolibrary.org/obo/ENVO_02000148"
"Highveld Grassland ecoregion"						"http://purl.obolibrary.org/obo/ENVO_03606009"
"Hill sphere"	"Roche sphere"					"http://purl.obolibrary.org/obo/ENVO_01001228"
"Hobyo Grassland and Shrubland Ecoregion"		"Eastern Africa: Somalia"				"http://purl.obolibrary.org/obo/ENVO_01001599"
"IUCN habitat/species management area"		"habitat management area"		"species management area"		"http://purl.obolibrary.org/obo/ENVO_01001166"
"IUCN national park"		"national park"				"http://purl.obolibrary.org/obo/ENVO_00000367"
"IUCN natural monument or feature"				"natural monument"		"http://purl.obolibrary.org/obo/ENVO_01001165"
"IUCN protected area with sustainable use of natural resources"		"protected area with sustainable use of natural resources"				"http://purl.obolibrary.org/obo/ENVO_01001225"
"IUCN protected landscape/seascape"						"http://purl.obolibrary.org/obo/ENVO_01001172"
"IUCN strict nature reserve"		"strict nature reserve"				"http://purl.obolibrary.org/obo/ENVO_01001162"
"IUCN wilderness area"	"wilderness area"					"http://purl.obolibrary.org/obo/ENVO_01001163"
"Ile Europa and Bassas da India Ecoregion"	"Southern Africa: Islands about half-way between southern Madagascar and southern Mozambique Ecoregion"					"http://purl.obolibrary.org/obo/ENVO_01001598"
"India ink"	"Chinese ink"					"http://purl.obolibrary.org/obo/ENVO_03510014"
"India ink"	"Indian ink"					"http://purl.obolibrary.org/obo/ENVO_03510014"
"Indo-Malay Ecoregion"						"http://purl.obolibrary.org/obo/ENVO_01001626"
"Kaaba"						"http://purl.obolibrary.org/obo/ENVO_03501271"
"Kalahari Xeric Savanna Ecoregion"						"http://purl.obolibrary.org/obo/ENVO_01001597"
"Kaokoveld Desert Ecoregion"	"Africa: Coastal Namibia and Angola Ecoregion"					"http://purl.obolibrary.org/obo/ENVO_01001596"
"Karman vortex street"	"Kármán vortex street"					"http://purl.obolibrary.org/obo/ENVO_01001109"
"Karman vortex street"	"von Kármán vortex street"					"http://purl.obolibrary.org/obo/ENVO_01001109"
"L-(+)-tartrate enriched soil"						"http://purl.obolibrary.org/obo/ENVO_00003094"
"Lagrangian point"	"L-points"					"http://purl.obolibrary.org/obo/ENVO_01001229"
"Lagrangian point"	"Lagrange points"					"http://purl.obolibrary.org/obo/ENVO_01001229"
"Lagrangian point"	"libration points"					"http://purl.obolibrary.org/obo/ENVO_01001229"
"Lowland Fynbos and Renosterveld ecoregion"						"http://purl.obolibrary.org/obo/ENVO_03605202"
"Madagascar Spiny Thickets Ecoregion"	"Madagascar spiny desert ecoregion"					"http://purl.obolibrary.org/obo/ENVO_01001595"
"Madagascar Succulent Woodlands Ecoregion"						"http://purl.obolibrary.org/obo/ENVO_01001594"
"Masai Xeric Grasslands and Shrublands Ecoregion"						"http://purl.obolibrary.org/obo/ENVO_01001593"
"Mohorovicic discontinuity"	"Moho"					"http://purl.obolibrary.org/obo/ENVO_01000750"
"Mohorovicic discontinuity"	"Mohorovičić discontinuity"					"http://purl.obolibrary.org/obo/ENVO_01000750"
"Montane Fynbos and Renosterveld ecoregion"						"http://purl.obolibrary.org/obo/ENVO_03605203"
"NMDC PlantAssociated broad scale value set"						"http://purl.obolibrary.org/obo/ENVO_03605022"
"NMDC PlantAssociated environmental medium value set"						"http://purl.obolibrary.org/obo/ENVO_03605024"
"NMDC PlantAssociated local scale value set"						"http://purl.obolibrary.org/obo/ENVO_03605023"
"NMDC PlantAssociated value sets"						"http://purl.obolibrary.org/obo/ENVO_03605016"
"NMDC Sediment broad scale value set"						"http://purl.obolibrary.org/obo/ENVO_03605021"
"NMDC Sediment environmental medium value set"						"http://purl.obolibrary.org/obo/ENVO_03605026"
"NMDC Sediment local scale value set"						"http://purl.obolibrary.org/obo/ENVO_03605025"
"NMDC Sediment value sets"						"http://purl.obolibrary.org/obo/ENVO_03605020"
"NMDC Soil broad scale value set"						"http://purl.obolibrary.org/obo/ENVO_03605013"
"NMDC Soil environmental medium value set"						"http://purl.obolibrary.org/obo/ENVO_03605015"
"NMDC Soil local scale value set"						"http://purl.obolibrary.org/obo/ENVO_03605014"
"NMDC Soil value sets"						"http://purl.obolibrary.org/obo/ENVO_03605011"
"NMDC Water broad scale value set"						"http://purl.obolibrary.org/obo/ENVO_03605017"
"NMDC Water environmental medium value set"						"http://purl.obolibrary.org/obo/ENVO_03605019"
"NMDC Water local scale value set"						"http://purl.obolibrary.org/obo/ENVO_03605018"
"NMDC Water value sets"						"http://purl.obolibrary.org/obo/ENVO_03605012"
"NMDC environmental context value sets"						"http://purl.obolibrary.org/obo/ENVO_03605010"
"NSIDC blizzard"					<http://purl.obolibrary.org/obo/envo#envoCryo>	"http://purl.obolibrary.org/obo/ENVO_03000135"
"NSIDC blizzard"					<http://purl.obolibrary.org/obo/envo#envoPolar>	"http://purl.obolibrary.org/obo/ENVO_03000135"
"Nama Karoo Ecoregion"						"http://purl.obolibrary.org/obo/ENVO_01001592"
"Namib Desert Ecoregion"		"Africa: Namibia Ecoregion"				"http://purl.obolibrary.org/obo/ENVO_01001591"
"Namibian Savanna Woodland Ecoregion"						"http://purl.obolibrary.org/obo/ENVO_01001590"
"Northwestern Thorn Scrub Forests"				"Southern Asia: Eastern India and western Pakistan"		"http://purl.obolibrary.org/obo/ENVO_01001628"
"Nullarbor Plains Xeric Shrubland Ecoregion"		"Southern Australia Ecoregion"				"http://purl.obolibrary.org/obo/ENVO_01001580"
"Nye channel"						"http://purl.obolibrary.org/obo/ENVO_00000437"
"Oman and United Arab Emirates Ecoregion"	"Arabian Peninsula: Oman and United Arab Emirates Ecoregion"					"http://purl.obolibrary.org/obo/ENVO_01001600"
"Oman, Yemen, and Saudi Arabia Ecoregion"	"Western Asia: Oman, Yemen, and Saudi Arabia Ecoregion"					"http://purl.obolibrary.org/obo/ENVO_01001604"
"Paramo"						"http://purl.obolibrary.org/obo/ENVO_01001360"
"Pilbara Shrublands Ecoregion"		"Western Australia Ecoregion"				"http://purl.obolibrary.org/obo/ENVO_01001574"
"Ramsar site"						"http://purl.obolibrary.org/obo/ENVO_00000365"
"Red Sea Coastal Desert Ecoregion"						"http://purl.obolibrary.org/obo/ENVO_01001589"
"Simpson Desert Region"		"Eastern central Australia Ecoregion"				"http://purl.obolibrary.org/obo/ENVO_01001573"
"Socotran Archipelago Ecoregion"		"Islands east of the Horn of Africa and south of Yemen Ecoregion"				"http://purl.obolibrary.org/obo/ENVO_01001588"
"Solar radiation"						"http://purl.obolibrary.org/obo/ENVO_01001862"
"Somali Montane Xeric Woodland Ecoregion"	"Somali montane xeric woodlands ecoregion"					"http://purl.obolibrary.org/obo/ENVO_01001587"
"Succulent Karoo Ecoregion"		"Southern Africa: Southern Namibia into South Africa"				"http://purl.obolibrary.org/obo/ENVO_01001584"
"Superfund site"						"http://purl.obolibrary.org/obo/ENVO_00002156"
"Taylor column"						"http://purl.obolibrary.org/obo/ENVO_01000299"
"Thar Desert"				"Southern Asia: Western India into Pakistan"		"http://purl.obolibrary.org/obo/ENVO_01001627"
"The Great Sandy-Tanami Desert Ecoregion"		"Northwestern Australia"				"http://purl.obolibrary.org/obo/ENVO_01001578"
"Tirari-Sturt Stony Desert Ecoregion"		"Southern central Australia Ecoregion"				"http://purl.obolibrary.org/obo/ENVO_01001572"
"UNEP-WCMC class 1 mountain"						"http://purl.obolibrary.org/obo/ENVO_01001461"
"UNEP-WCMC class 2 mountain"						"http://purl.obolibrary.org/obo/ENVO_01001462"
"UNEP-WCMC class 3 mountain"						"http://purl.obolibrary.org/obo/ENVO_01001463"
"UNEP-WCMC class 4 mountain"						"http://purl.obolibrary.org/obo/ENVO_01001464"
"UNEP-WCMC class 5 mountain"						"http://purl.obolibrary.org/obo/ENVO_01001465"
"UNEP-WCMC class 6 mountain"						"http://purl.obolibrary.org/obo/ENVO_01001466"
"UNEP-WCMC class 7 mountain"						"http://purl.obolibrary.org/obo/ENVO_01001467"
"WMO blizzard"					<http://purl.obolibrary.org/obo/envo#envoCryo>	"http://purl.obolibrary.org/obo/ENVO_03000134"
"WMO blizzard"					<http://purl.obolibrary.org/obo/envo#envoPolar>	"http://purl.obolibrary.org/obo/ENVO_03000134"
"Western Australian Mulga Shrublands Ecoregion"		"Western Australia Ecoregion"				"http://purl.obolibrary.org/obo/ENVO_01001569"
"X-ray radiation"	"X ray radiation"			"X-ray"	<http://purl.obolibrary.org/obo/envo#environmental_hazards>	"http://purl.obolibrary.org/obo/ENVO_21001217"
"X-ray stellar radiation"	"x ray stellar radiation"		"X-ray solar radiation"		<http://purl.obolibrary.org/obo/envo#environmental_hazards>	"http://purl.obolibrary.org/obo/ENVO_01001217"
"X-ray stellar radiation"	"x ray stellar radiation"		"X-ray solar radiation"		<http://purl.obolibrary.org/obo/envo#envoAstro>	"http://purl.obolibrary.org/obo/ENVO_01001217"
"Yemen and Saudi Arabia Ecoregion"	"Arabian Peninsula: Yemen and Saudi Arabia"					"http://purl.obolibrary.org/obo/ENVO_01001585"
"Yemen, Saudi Arabia, and Oman Ecoregion"	"Arabian Peninsula: Yemen, Saudi Arabia, and Oman"					"http://purl.obolibrary.org/obo/ENVO_01001586"
"abandoned fishing gear"					<http://purl.obolibrary.org/obo/envo#envoPlastics>	"http://purl.obolibrary.org/obo/ENVO_06105117"
"abandoned watercourse"						"http://purl.obolibrary.org/obo/ENVO_00000524"
"abattoir"	"slaughter plant"			"butchery"		"http://purl.obolibrary.org/obo/ENVO_01000925"
"abattoir"	"slaughter plant"			"meat processing building"		"http://purl.obolibrary.org/obo/ENVO_01000925"
"abattoir"	"slaughterhouse"			"butchery"		"http://purl.obolibrary.org/obo/ENVO_01000925"
"abattoir"	"slaughterhouse"			"meat processing building"		"http://purl.obolibrary.org/obo/ENVO_01000925"
"abyssal clay"						"http://purl.obolibrary.org/obo/ENVO_01001396"
"abyssal feature"				"Abyssalhill"		"http://purl.obolibrary.org/obo/ENVO_00000190"
"abyssal feature"				"abyssal hill"		"http://purl.obolibrary.org/obo/ENVO_00000190"
"abyssal feature"				"ocean floor feature"		"http://purl.obolibrary.org/obo/ENVO_00000190"
"abyssal plain"	"Abyssalplain"			"abyssal feature"	<http://purl.obolibrary.org/obo/ENVO_03605018>	"http://purl.obolibrary.org/obo/ENVO_00000244"
"accumulation of matter on aerosolised particles"					<http://purl.obolibrary.org/obo/envo#envoAtmo>	"http://purl.obolibrary.org/obo/ENVO_01001394"
"accumulation of toxins from algal bloom process"						"http://purl.obolibrary.org/obo/ENVO_02500024"
"acetamide enriched soil"						"http://purl.obolibrary.org/obo/ENVO_00003087"
"achondrite"						"http://purl.obolibrary.org/obo/ENVO_00002050"
"acid dune sand"						"http://purl.obolibrary.org/obo/ENVO_00005798"
"acid mine drainage"				"acid rock drainage"	<http://purl.obolibrary.org/obo/ENVO_03605018>	"http://purl.obolibrary.org/obo/ENVO_00001997"
"acid rainfall"		"acid rain"				"http://purl.obolibrary.org/obo/ENVO_03000127"
"acidic environment"						"http://purl.obolibrary.org/obo/ENVO_01000315"
"acidic hot spring"		"acid hot spring"				"http://purl.obolibrary.org/obo/ENVO_00002120"
"acidic soil"					<http://purl.obolibrary.org/obo/ENVO_03605015>	"http://purl.obolibrary.org/obo/ENVO_01001185"
"acidic spring"		"acid spring"				"http://purl.obolibrary.org/obo/ENVO_01001898"
"acidic volcanic ash"						"http://purl.obolibrary.org/obo/ENVO_01001186"
"acidic water"					<http://purl.obolibrary.org/obo/ENVO_03605019>	"http://purl.obolibrary.org/obo/ENVO_01000358"
"acidic water-based rain"	"acid rain"					"http://purl.obolibrary.org/obo/ENVO_03000128"
"acidification of an aquatic environment"						"http://purl.obolibrary.org/obo/ENVO_01000630"
"acidity of soil"	"soil acidity"			"soil pH"		"http://purl.obolibrary.org/obo/ENVO_09200010"
"acidity of water"	"water acidity"					"http://purl.obolibrary.org/obo/ENVO_3100030"
"acoustic radiation"					<http://purl.obolibrary.org/obo/envo#envoAstro>	"http://purl.obolibrary.org/obo/ENVO_01001027"
"acrisol"					<http://purl.obolibrary.org/obo/ENVO_03605015>	"http://purl.obolibrary.org/obo/ENVO_00002234"
"acrylic paint"						"http://purl.obolibrary.org/obo/ENVO_03510032"
"acrylic paint medium"		"acrylic paint thinner"				"http://purl.obolibrary.org/obo/ENVO_03510026"
"activated sludge"						"http://purl.obolibrary.org/obo/ENVO_00002046"
"active agri-ecosystem management process"	"agri-ecosystem management"			"Agrarumweltmaßnahme"		"http://purl.obolibrary.org/obo/ENVO_01001499"
"active agri-ecosystem management process"	"agri-ecosystem management"			"agri-environmental management"		"http://purl.obolibrary.org/obo/ENVO_01001499"
"active agri-ecosystem management process"	"agri-ecosystem management"			"agricultural environment management"		"http://purl.obolibrary.org/obo/ENVO_01001499"
"active anaerobic enrichment culturing unit"						"http://purl.obolibrary.org/obo/ENVO_01001825"
"active ecosystem management process"	"ecosystem management"			"Umweltmaßnahme"		"http://purl.obolibrary.org/obo/ENVO_01001170"
"active ecosystem management process"	"ecosystem management"			"environmental management"		"http://purl.obolibrary.org/obo/ENVO_01001170"
"active enrichment culturing unit"						"http://purl.obolibrary.org/obo/ENVO_01001822"
"active geological fault"	"active fault"				<http://purl.obolibrary.org/obo/envo#environmental_hazards>	"http://purl.obolibrary.org/obo/ENVO_01000669"
"active layer in a cryosphere"		"active layer"			<http://purl.obolibrary.org/obo/envo#envoPolar>	"http://purl.obolibrary.org/obo/ENVO_01001610"
"active permafrost layer"	"active layer of permafrost"				<http://purl.obolibrary.org/obo/ENVO_03605014>	"http://purl.obolibrary.org/obo/ENVO_04000009"
"active permafrost layer"	"active layer of permafrost"				<http://purl.obolibrary.org/obo/envo#envoNceas>	"http://purl.obolibrary.org/obo/ENVO_04000009"
"active permafrost layer"	"active layer of permafrost"				<http://purl.obolibrary.org/obo/envo#envoPolar>	"http://purl.obolibrary.org/obo/ENVO_04000009"
"active sulphate-reducing enrichment culturing unit"						"http://purl.obolibrary.org/obo/ENVO_01001826"
"acute care facility"	"ACC"					"http://purl.obolibrary.org/obo/ENVO_03501135"
"acute care facility"	"ACF"					"http://purl.obolibrary.org/obo/ENVO_03501135"
"acute care facility"	"acute care center"					"http://purl.obolibrary.org/obo/ENVO_03501135"
"adfreezing"					<http://purl.obolibrary.org/obo/envo#envoNceas>	"http://purl.obolibrary.org/obo/ENVO_04000000"
"adfreezing"					<http://purl.obolibrary.org/obo/envo#envoPolar>	"http://purl.obolibrary.org/obo/ENVO_04000000"
"adhesion"						"http://purl.obolibrary.org/obo/ENVO_06105024"
"adiabatic process"					<http://purl.obolibrary.org/obo/envo#envoAtmo>	"http://purl.obolibrary.org/obo/ENVO_01001723"
"adit"						"http://purl.obolibrary.org/obo/ENVO_02000192"
"administrative region"	"administrative area"			"administrative division"		"http://purl.obolibrary.org/obo/ENVO_00000004"
"administrative region"	"administrative area"			"administrative entity"		"http://purl.obolibrary.org/obo/ENVO_00000004"
"administrative region"	"administrative area"			"boundary region"		"http://purl.obolibrary.org/obo/ENVO_00000004"
"administrative region"	"administrative area"			"civil area"		"http://purl.obolibrary.org/obo/ENVO_00000004"
"administrative region"	"administrative area"			"district"		"http://purl.obolibrary.org/obo/ENVO_00000004"
"administrative region"	"administrative area"			"free trade zone"		"http://purl.obolibrary.org/obo/ENVO_00000004"
"administrative region"	"administrative area"			"governed place"		"http://purl.obolibrary.org/obo/ENVO_00000004"
"administrative region"	"administrative area"			"leased area (government)"		"http://purl.obolibrary.org/obo/ENVO_00000004"
"administrative region"	"administrative area"			"leased zone (government)"		"http://purl.obolibrary.org/obo/ENVO_00000004"
"administrative region"	"administrative area"			"neutral zone (political)"		"http://purl.obolibrary.org/obo/ENVO_00000004"
"administrative region"	"administrative area"			"prefecture"		"http://purl.obolibrary.org/obo/ENVO_00000004"
"administrative region"	"administrative area"			"protectorate"		"http://purl.obolibrary.org/obo/ENVO_00000004"
"administrative region"	"administrative area"			"sheikdom"		"http://purl.obolibrary.org/obo/ENVO_00000004"
"administrative region"	"administrative area"			"sultanate"		"http://purl.obolibrary.org/obo/ENVO_00000004"
"administrative region"	"administrative area"			"trade zone"		"http://purl.obolibrary.org/obo/ENVO_00000004"
"adobe"						"http://purl.obolibrary.org/obo/ENVO_00002870"
"adsorption"	"Adsorption"				<http://purl.obolibrary.org/obo/envo#envoPlastics>	"http://purl.obolibrary.org/obo/ENVO_06105021"
"adsorption"	"adsorbimento"				<http://purl.obolibrary.org/obo/envo#envoPlastics>	"http://purl.obolibrary.org/obo/ENVO_06105021"
"adsorption"	"adsorción"				<http://purl.obolibrary.org/obo/envo#envoPlastics>	"http://purl.obolibrary.org/obo/ENVO_06105021"
"adsorption"	"吸附"				<http://purl.obolibrary.org/obo/envo#envoPlastics>	"http://purl.obolibrary.org/obo/ENVO_06105021"
"advective"						"http://purl.obolibrary.org/obo/ENVO_01003012"
"advective transport process"	"advective transport"					"http://purl.obolibrary.org/obo/ENVO_01001334"
"aeolian lake"						"http://purl.obolibrary.org/obo/ENVO_01001105"
"aeolian transport of snow"					<http://purl.obolibrary.org/obo/envo#envoPolar>	"http://purl.obolibrary.org/obo/ENVO_03000103"
"aeolian transport process"	"eolian"				<http://purl.obolibrary.org/obo/envo#envoPolar>	"http://purl.obolibrary.org/obo/ENVO_03000020"
"aeolian transport process"	"æolian"				<http://purl.obolibrary.org/obo/envo#envoPolar>	"http://purl.obolibrary.org/obo/ENVO_03000020"
"aerobic bioreactor"						"http://purl.obolibrary.org/obo/ENVO_00002126"
"aerobic sulfide-oxidizing bioreactor"						"http://purl.obolibrary.org/obo/ENVO_00002210"
"aeroform"					<http://purl.obolibrary.org/obo/envo#envoAtmo>	"http://purl.obolibrary.org/obo/ENVO_01000755"
"aerosol"					<http://purl.obolibrary.org/obo/envo#envoAtmo>	"http://purl.obolibrary.org/obo/ENVO_00010505"
"aerosol environment"					<http://purl.obolibrary.org/obo/envo#envoEmpo>	"http://purl.obolibrary.org/obo/ENVO_01001052"
"aerosol environment"					<http://purl.obolibrary.org/obo/envo#envoOmics>	"http://purl.obolibrary.org/obo/ENVO_01001052"
"aerosol formation process"						"http://purl.obolibrary.org/obo/ENVO_01001654"
"aerosolisation of dust"						"http://purl.obolibrary.org/obo/ENVO_01001398"
"aerosolised liquids"	"liquid aerosol"				<http://purl.obolibrary.org/obo/envo#envoAtmo>	"http://purl.obolibrary.org/obo/ENVO_01001088"
"aerosolised particle formation event"					<http://purl.obolibrary.org/obo/envo#envoAtmo>	"http://purl.obolibrary.org/obo/ENVO_01001372"
"aerosolised particle formation process"	"new particle formation process"				<http://purl.obolibrary.org/obo/envo#envoAtmo>	"http://purl.obolibrary.org/obo/ENVO_01001366"
"aerosolised solids"	"solid aerosol"				<http://purl.obolibrary.org/obo/envo#envoAtmo>	"http://purl.obolibrary.org/obo/ENVO_01001089"
"afforestation"						"http://purl.obolibrary.org/obo/ENVO_02500011"
"aftershock"						"http://purl.obolibrary.org/obo/ENVO_01001772"
"agricultural ecosystem"			"barn"	"AgriculturalLands"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"barn"	"agricultural colony"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"barn"	"agricultural facility"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"barn"	"agricultural land"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"barn"	"agricultural reserve"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"barn"	"agricultural site"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"cattle dipping tank"	"AgriculturalLands"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"cattle dipping tank"	"agricultural colony"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"cattle dipping tank"	"agricultural facility"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"cattle dipping tank"	"agricultural land"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"cattle dipping tank"	"agricultural reserve"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"cattle dipping tank"	"agricultural site"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"corral"	"AgriculturalLands"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"corral"	"agricultural colony"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"corral"	"agricultural facility"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"corral"	"agricultural land"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"corral"	"agricultural reserve"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"corral"	"agricultural site"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"dairy"	"AgriculturalLands"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"dairy"	"agricultural colony"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"dairy"	"agricultural facility"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"dairy"	"agricultural land"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"dairy"	"agricultural reserve"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"dairy"	"agricultural site"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"feedlot"	"AgriculturalLands"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"feedlot"	"agricultural colony"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"feedlot"	"agricultural facility"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"feedlot"	"agricultural land"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"feedlot"	"agricultural reserve"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"feedlot"	"agricultural site"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"grange"	"AgriculturalLands"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"grange"	"agricultural colony"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"grange"	"agricultural facility"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"grange"	"agricultural land"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"grange"	"agricultural reserve"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"grange"	"agricultural site"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"grazing allotment"	"AgriculturalLands"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"grazing allotment"	"agricultural colony"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"grazing allotment"	"agricultural facility"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"grazing allotment"	"agricultural land"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"grazing allotment"	"agricultural reserve"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"grazing allotment"	"agricultural site"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"irrigated field"	"AgriculturalLands"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"irrigated field"	"agricultural colony"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"irrigated field"	"agricultural facility"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"irrigated field"	"agricultural land"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"irrigated field"	"agricultural reserve"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"irrigated field"	"agricultural site"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"nursery"	"AgriculturalLands"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"nursery"	"agricultural colony"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"nursery"	"agricultural facility"		"http://purl.obolibrary.org/obo/ENVO_00000077"
"agricultural ecosystem"			"nursery"	"agricultural land"		"http://purl.obolibrary.org/obo/ENVO_00000077"
